X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,ST_SUBTYPE
-13624062.5606139,4539658.29465161,6348,1222329302,FRANDELJA ENRICHMENT CENTER (INFANT),950 GILMAN STREET,SAN FRANCISCO,CA,94124,NOT AVAILABLE,(415) 822-1699,CENTER BASED,OPEN,40,SAN FRANCISCO,06075,USA,37.717953,-122.3870363,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13626711.6305363,4550798.02768172,6351,1222329304,WU YEE CHILDREN SERVICES - CHINATOWN INFANT CENTER,"831 BROADWAY STREET, 1ST FLOOR",SAN FRANCISCO,CA,94133,NOT AVAILABLE,(415) 321-3217,CENTER BASED,OPEN,28,SAN FRANCISCO,06075,USA,37.7970692,-122.4108333,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13627560.0742993,4538531.07655759,6403,1222329324,WU YEE CHILDREN'S SERVICES - SUNNYDALE CDC - INFANTS,700 VELASCO AVENUE,SAN FRANCISCO,CA,94134,NOT AVAILABLE,(415) 321-3844,CENTER BASED,OPEN,28,SAN FRANCISCO,06075,USA,37.7099426,-122.418455,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13627520.55588,4543879.12769637,6420,1222246075,"FAMILY SCHOOL CDC BERNAL GATEWAY, THE",3101 MISSION STREET,SAN FRANCISCO,CA,94110,NOT AVAILABLE,(415) 550-4178,CENTER BASED,OPEN,16,SAN FRANCISCO,06075,USA,37.74794,-122.4181,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/04/03 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13627059.6931882,4548730.40473188,6431,1222329331,COMPASS CHILDREN'S CENTER - INFANTS,144 LEAVENWORTH STREET,SAN FRANCISCO,CA,94102,NOT AVAILABLE,(415) 644-0504,CENTER BASED,OPEN,27,SAN FRANCISCO,06075,USA,37.782391,-122.41396,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13630787.7829348,4548479.69558187,6458,1222329341,EPIPHANY PARENT - CHILD CENTER,100 MASONIC AVENUE,SAN FRANCISCO,CA,94118,NOT AVAILABLE,(415) 567-8370,CENTER BASED,OPEN,39,SAN FRANCISCO,06075,USA,37.780611,-122.44745,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13628659.2429514,4546945.28994379,6469,1222329345,CCFC - MARY LANE INFANT AND TODDLER CENTER,1 WEBSTER STREET,SAN FRANCISCO,CA,94117,NOT AVAILABLE,(415) 861-0144,CENTER BASED,OPEN,28,SAN FRANCISCO,06075,USA,37.769716,-122.428329,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13624251.1024354,4549719.07455164,6549,1222329373,MARIN DAY SCHOOLS - HILLS PLAZA CAMPUS (INFANT),2 HARRISON ST. NUMBER 150,SAN FRANCISCO,CA,94105,NOT AVAILABLE,(415) 777-9696,CENTER BASED,OPEN,21,SAN FRANCISCO,06075,USA,37.78941,-122.38873,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13630962.5545354,4550872.80573507,6629,1222329399,LETTERMAN DIGITAL ARTS CCC (INFANT),"1 LETTERMAN DRIVE, BLDG. B",SAN FRANCISCO,CA,94129,NOT AVAILABLE,(415) 746-5444,CENTER BASED,OPEN,40,SAN FRANCISCO,06075,USA,37.7976,-122.44902,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13624878.9443635,4539798.74107746,6739,1222329424,MARTHA HILLS LEARNING CENTER - INFANT,1042 JAMESTOWN AVENUE,SAN FRANCISCO,CA,94124,NOT AVAILABLE,(415) 467-7427,CENTER BASED,OPEN,15,SAN FRANCISCO,06075,USA,37.718951,-122.39437,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13625101.5833451,4549136.05929049,6806,1222329452,BRIGHT HORIZONS AT SECOND STREET - INFANT,"303 SECOND STREET, 2ND FL, NUMBER 250",SAN FRANCISCO,CA,94107,NOT AVAILABLE,(415) 495-2500,CENTER BASED,OPEN,38,SAN FRANCISCO,06075,USA,37.785271,-122.39637,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13623676.6938629,4542785.29391623,6821,1222329456,SOUTHEAST FAMILIES UNITED / CHILDREN'S CENTER,1337 EVANS AVENUE,SAN FRANCISCO,CA,94124,NOT AVAILABLE,(415) 920-7000,CENTER BASED,OPEN,20,SAN FRANCISCO,06075,USA,37.74017,-122.38357,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,GEOCODE,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13634845.5985642,4540887.13414615,6848,1222329464,SFSU - CHILDREN'S CAMPUS (INFANT),N. STATE DR. AND LAKE MERCED BLVD.,SAN FRANCISCO,CA,94132,NOT AVAILABLE,(415) 405-4011,CENTER BASED,OPEN,36,SAN FRANCISCO,06075,USA,37.72668457,-122.48390198,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,UNVERIFIED,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13622502.2732351,4554684.26790055,6913,1222329491,TREASURE ISLAND CHILD DEVELOPMENT CENTER - INFANT,"850 AVENUE D, BUILDING 502",SAN FRANCISCO,CA,94130,NOT AVAILABLE,(415) 834-0614,CENTER BASED,OPEN,21,SAN FRANCISCO,06075,USA,37.82465,-122.37302,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13632182.504835,4545990.67840129,7004,1222329525,BRIGHT HORIZONS UCSF MARILYN REED LUCIA CDC,610 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,NOT AVAILABLE,(415) 504-7023,CENTER BASED,OPEN,30,SAN FRANCISCO,06075,USA,37.762937,-122.459979,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13626752.4513936,4549161.2723699,7011,1222329527,CROSS CULTURAL FAM CTR (CCFC) - TENDERLOIN INFANT CTR,333 TAYLOR STREET,SAN FRANCISCO,CA,94102,NOT AVAILABLE,(415) 921-7019,CENTER BASED,OPEN,9,SAN FRANCISCO,06075,USA,37.78545,-122.4112,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13628551.2630453,4547365.81712225,7016,1222329530,FACESSF - HAYES VALLEY CDC (INFANT),305 BUCHANAN STREET,SAN FRANCISCO,CA,94102,NOT AVAILABLE,(415) 552-1535,CENTER BASED,OPEN,18,SAN FRANCISCO,06075,USA,37.7727021,-122.427359,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13634592.6831301,4539173.92379746,7017,1222329531,"SLIPPERY FISH INITIATIVE, INC. - INFANT",999 BROTHERHOOD WAY,SAN FRANCISCO,CA,94132,NOT AVAILABLE,(415) 672-2982,CENTER BASED,OPEN,23,SAN FRANCISCO,06075,USA,37.714511,-122.48163,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13627038.5424849,4539244.14351152,7029,1222329535,CCFC - VV JOHN KING CENTER (I),500 RAYMOND AVENUE,SAN FRANCISCO,CA,94134,NOT AVAILABLE,(415) 921-7019,CENTER BASED,OPEN,16,SAN FRANCISCO,06075,USA,37.71501,-122.41377,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13626903.845901,4538578.69351255,7030,1222329536,CCFC - VV HERITAGE CENTER (I),245 REY STREET,SAN FRANCISCO,CA,94134,NOT AVAILABLE,(415) 921-7019,CENTER BASED,OPEN,16,SAN FRANCISCO,06075,USA,37.710281,-122.41256,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,GEOCODE,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13637040.7100522,4548554.34430431,7059,1222329549,"LAND'S END SCHOOL - INFANT, THE",4150 CLEMENT ST BUILDING T - 35,SAN FRANCISCO,CA,94121,NOT AVAILABLE,(415) 751-8511,CENTER BASED,OPEN,18,SAN FRANCISCO,06075,USA,37.781141,-122.503621,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13627615.1774472,4548564.20360955,7068,1222329554,C5 CHILDREN'S SCHOOL - SFPUC (INF),525 GOLDEN GATE AVENUE,SAN FRANCISCO,CA,94102,NOT AVAILABLE,(415) 703-1277,CENTER BASED,OPEN,36,SAN FRANCISCO,06075,USA,37.781211,-122.41895,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13628436.8266088,4546274.27859465,7091,1222329562,HOLY FAMILY DAY HOME INFANT / TODLR CTR.,"299 DOLORES ST, RMS NUMBER 1 AND NUMBER 2",SAN FRANCISCO,CA,94103,NOT AVAILABLE,(415) 861-5361,CENTER BASED,OPEN,31,SAN FRANCISCO,06075,USA,37.764951,-122.426331,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13629406.3080541,4550941.9773216,7133,1222329577,"TINY GIANTS TOO, INC.",2163 FILBERT STREET,SAN FRANCISCO,CA,94123,NOT AVAILABLE,(415) 409-6581,CENTER BASED,OPEN,32,SAN FRANCISCO,06075,USA,37.798091,-122.43504,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,GEOCODE,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13637523.9479617,4544087.20843478,7179,1222329592,"GROWING TREE SCHOOL LLC, THE (INF)",1984 GREAT HIGHWAY,SAN FRANCISCO,CA,94116,NOT AVAILABLE,(415) 682-8889,CENTER BASED,OPEN,28,SAN FRANCISCO,06075,USA,37.749418,-122.507962,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13625918.6684075,4546534.79203229,7196,1222329596,BRIGHT HORIZONS AT KANSAS STREET (INF),"200 KANSAS STREET, STE 100",SAN FRANCISCO,CA,94103,NOT AVAILABLE,(415) 863-2533,CENTER BASED,OPEN,64,SAN FRANCISCO,06075,USA,37.766801,-122.40371,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13622632.5170393,4541245.53383809,7230,1222329610,WU YEE CHILDREN'S SERVICES - KIRKWOOD CCC (INF),729 KIRKWOOD AVENUE,SAN FRANCISCO,CA,94124,NOT AVAILABLE,(415) 822-5505,CENTER BASED,OPEN,22,SAN FRANCISCO,06075,USA,37.729231,-122.37419,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13626889.4856867,4551618.22071646,7308,1222329639,TELEGRAPH HILL NEIGHBORHOOD CTR. (INF.),660 LOMBARD STREET,SAN FRANCISCO,CA,94133,NOT AVAILABLE,(415) 421-6443,CENTER BASED,OPEN,12,SAN FRANCISCO,06075,USA,37.802891,-122.412431,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13626425.1720906,4550751.79178417,7439,1222329683,KAI MING RAINBOW INFANT / TODDLER CENTER,799 PACIFIC AVENUE,SAN FRANCISCO,CA,94133,NOT AVAILABLE,(415) 982-4777,CENTER BASED,OPEN,22,SAN FRANCISCO,06075,USA,37.796741,-122.40826,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,GEOCODE,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13624974.6791256,4545105.56876926,7443,1222329684,CCFC - OSCARYNE WILLIAMS CENTER,85 TURNER TERRACE,SAN FRANCISCO,CA,94107,NOT AVAILABLE,(415) 921-7019,CENTER BASED,OPEN,16,SAN FRANCISCO,06075,USA,37.756651,-122.39523,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,GEOCODE,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13632725.8552695,4547548.74421106,7481,1222329703,ANGELA'S CHILDREN CENTER,775 - 7TH AVENUE,SAN FRANCISCO,CA,94118,NOT AVAILABLE,(415) 386-0184,CENTER BASED,OPEN,36,SAN FRANCISCO,06075,USA,37.774001,-122.46486,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,INFANT CENTER
-13625193.9785225,4549872.61625712,7497,1222321553,LITTLE TRAILBLAZERS (INF),50 FREMONT STREET,SAN FRANCISCO,CA,94105,NOT AVAILABLE,(650) 484-3000,CENTER BASED,OPEN,32,SAN FRANCISCO,06075,USA,37.7905,-122.3972,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/11/18 00:00:00+00,NOT AVAILABLE,INFANT CENTER
